ZipCode,Latitude,Longitude
10457,40.8486,-73.8999
10455,40.8153,-73.9072
10461,40.8465,-73.841
10452,40.8376,-73.9216
10458,40.8633,-73.8895
10458,40.8633,-73.8895
10471,40.9011,-73.9053
10473,40.8194,-73.8606
10456,40.8316,-73.9099
10456,40.8316,-73.9099
10462,40.8434,-73.8602
10466,40.8904,-73.8503
10468,40.8662,-73.9003
10471,40.9011,-73.9053
10457,40.8486,-73.8999
10463,40.8798,-73.9067
10458,40.8633,-73.8895
10465,40.8261,-73.8196
10467,40.8737,-73.8712
10453,40.852,-73.9129
10455,40.8153,-73.9072
10469,40.8702,-73.8495
10465,40.8261,-73.8196
10460,40.8409,-73.8794
10465,40.8261,-73.8196
10462,40.8434,-73.8602
10458,40.8633,-73.8895
10460,40.8409,-73.8794
10466,40.8904,-73.8503
10465,40.8261,-73.8196
10461,40.8465,-73.841
10461,40.8465,-73.841
10457,40.8486,-73.8999
10457,40.8486,-73.8999
10453,40.852,-73.9129
10456,40.8316,-73.9099
10467,40.8737,-73.8712
10469,40.8702,-73.8495
10456,40.8316,-73.9099
10462,40.8434,-73.8602
10456,40.8316,-73.9099
10462,40.8434,-73.8602
10453,40.852,-73.9129
10469,40.8702,-73.8495
10452,40.8376,-73.9216
10473,40.8194,-73.8606
10473,40.8194,-73.8606
10457,40.8486,-73.8999
10465,40.8261,-73.8196
10475,40.8729,-73.8278
10462,40.8434,-73.8602
10456,40.8316,-73.9099
10465,40.8261,-73.8196
10471,40.9011,-73.9053
10460,40.8409,-73.8794
10455,40.8153,-73.9072
10469,40.8702,-73.8495
10455,40.8153,-73.9072
10467,40.8737,-73.8712
10455,40.8153,-73.9072
10465,40.8261,-73.8196
10469,40.8702,-73.8495
10460,40.8409,-73.8794
10460,40.8409,-73.8794
10465,40.8261,-73.8196
10455,40.8153,-73.9072
10467,40.8737,-73.8712
10455,40.8153,-73.9072
10463,40.8798,-73.9067
10461,40.8465,-73.841
10461,40.8465,-73.841
10468,40.8662,-73.9003
10460,40.8409,-73.8794
10456,40.8316,-73.9099
10456,40.8316,-73.9099
10467,40.8737,-73.8712
10463,40.8798,-73.9067
10463,40.8798,-73.9067
10458,40.8633,-73.8895
10462,40.8434,-73.8602
10454,40.8085,-73.9198
10472,40.8295,-73.8716
10460,40.8409,-73.8794
10459,40.8247,-73.894
10467,40.8737,-73.8712
10467,40.8737,-73.8712
10467,40.8737,-73.8712
10464,40.8469,-73.7874
10451,40.8222,-73.9217
10461,40.8465,-73.841
10452,40.8376,-73.9216
10467,40.8737,-73.8712
10467,40.8737,-73.8712
10463,40.8798,-73.9067
10461,40.8465,-73.841
10465,40.8261,-73.8196
10466,40.8904,-73.8503
10462,40.8434,-73.8602
10463,40.8798,-73.9067
10466,40.8904,-73.8503
10460,40.8409,-73.8794
10461,40.8465,-73.841
10467,40.8737,-73.8712
10462,40.8434,-73.8602
10463,40.8798,-73.9067
10452,40.8376,-73.9216
10461,40.8465,-73.841
10453,40.852,-73.9129
10453,40.852,-73.9129
10463,40.8798,-73.9067
10463,40.8798,-73.9067
10466,40.8904,-73.8503
10466,40.8904,-73.8503
10463,40.8798,-73.9067
10457,40.8486,-73.8999
10466,40.8904,-73.8503
10458,40.8633,-73.8895
10462,40.8434,-73.8602
10453,40.852,-73.9129
10459,40.8247,-73.894
10455,40.8153,-73.9072
10466,40.8904,-73.8503
10463,40.8798,-73.9067
10463,40.8798,-73.9067
10465,40.8261,-73.8196
10465,40.8261,-73.8196
10456,40.8316,-73.9099
10460,40.8409,-73.8794
10457,40.8486,-73.8999
10457,40.8486,-73.8999
10452,40.8376,-73.9216
10467,40.8737,-73.8712
10469,40.8702,-73.8495
10456,40.8316,-73.9099
10461,40.8465,-73.841
10473,40.8194,-73.8606
10466,40.8904,-73.8503
10461,40.8465,-73.841
10472,40.8295,-73.8716
10472,40.8295,-73.8716
10470,40.9,-73.8622
10465,40.8261,-73.8196
10466,40.8904,-73.8503
10465,40.8261,-73.8196
10465,40.8261,-73.8196
10471,40.9011,-73.9053
10467,40.8737,-73.8712
10453,40.852,-73.9129
10452,40.8376,-73.9216
10467,40.8737,-73.8712
10453,40.852,-73.9129
10452,40.8376,-73.9216
10462,40.8434,-73.8602
10469,40.8702,-73.8495
10454,40.8085,-73.9198
10459,40.8247,-73.894
10459,40.8247,-73.894
10461,40.8465,-73.841
10452,40.8376,-73.9216
10463,40.8798,-73.9067
10465,40.8261,-73.8196
10458,40.8633,-73.8895
10468,40.8662,-73.9003
10473,40.8194,-73.8606
10455,40.8153,-73.9072
10462,40.8434,-73.8602
10453,40.852,-73.9129
10460,40.8409,-73.8794
10458,40.8633,-73.8895
10461,40.8465,-73.841
10458,40.8633,-73.8895
10468,40.8662,-73.9003
10455,40.8153,-73.9072
10460,40.8409,-73.8794
10467,40.8737,-73.8712
10462,40.8434,-73.8602
10462,40.8434,-73.8602
10461,40.8465,-73.841
10453,40.852,-73.9129
10469,40.8702,-73.8495
10468,40.8662,-73.9003
10466,40.8904,-73.8503
10466,40.8904,-73.8503
10465,40.8261,-73.8196
10456,40.8316,-73.9099
10460,40.8409,-73.8794
10469,40.8702,-73.8495
10460,40.8409,-73.8794
10467,40.8737,-73.8712
10451,40.8222,-73.9217
10460,40.8409,-73.8794
10453,40.852,-73.9129
10465,40.8261,-73.8196
10463,40.8798,-73.9067
10460,40.8409,-73.8794
10452,40.8376,-73.9216
10465,40.8261,-73.8196
10459,40.8247,-73.894
10465,40.8261,-73.8196
10460,40.8409,-73.8794
10451,40.8222,-73.9217
10468,40.8662,-73.9003
10473,40.8194,-73.8606
10470,40.9,-73.8622
10472,40.8295,-73.8716
10457,40.8486,-73.8999
10465,40.8261,-73.8196
10463,40.8798,-73.9067
10473,40.8194,-73.8606
10473,40.8194,-73.8606
10460,40.8409,-73.8794
10459,40.8247,-73.894
10462,40.8434,-73.8602
10452,40.8376,-73.9216
10466,40.8904,-73.8503
10451,40.8222,-73.9217
10463,40.8798,-73.9067
10463,40.8798,-73.9067
10470,40.9,-73.8622
10470,40.9,-73.8622
10467,40.8737,-73.8712
10469,40.8702,-73.8495
10453,40.852,-73.9129
10460,40.8409,-73.8794
10462,40.8434,-73.8602
10458,40.8633,-73.8895
10459,40.8247,-73.894
10455,40.8153,-73.9072
10473,40.8194,-73.8606
10452,40.8376,-73.9216
10460,40.8409,-73.8794
10452,40.8376,-73.9216
10458,40.8633,-73.8895
10469,40.8702,-73.8495
10461,40.8465,-73.841
10473,40.8194,-73.8606
10465,40.8261,-73.8196
10453,40.852,-73.9129
10452,40.8376,-73.9216
10456,40.8316,-73.9099
10462,40.8434,-73.8602
10451,40.8222,-73.9217
10461,40.8465,-73.841
10461,40.8465,-73.841
10473,40.8194,-73.8606
10458,40.8633,-73.8895
10452,40.8376,-73.9216
10465,40.8261,-73.8196
10458,40.8633,-73.8895
10457,40.8486,-73.8999
10456,40.8316,-73.9099
10467,40.8737,-73.8712
10460,40.8409,-73.8794
10463,40.8798,-73.9067
10468,40.8662,-73.9003
10456,40.8316,-73.9099
10465,40.8261,-73.8196
10465,40.8261,-73.8196
10456,40.8316,-73.9099
10457,40.8486,-73.8999
10457,40.8486,-73.8999
10458,40.8633,-73.8895
10455,40.8153,-73.9072
10451,40.8222,-73.9217
10458,40.8633,-73.8895
10468,40.8662,-73.9003
10465,40.8261,-73.8196
10455,40.8153,-73.9072
10451,40.8222,-73.9217
10454,40.8085,-73.9198
10469,40.8702,-73.8495
10467,40.8737,-73.8712
10462,40.8434,-73.8602
10454,40.8085,-73.9198
10469,40.8702,-73.8495
10461,40.8465,-73.841
10463,40.8798,-73.9067
10457,40.8486,-73.8999
10461,40.8465,-73.841
10473,40.8194,-73.8606
10468,40.8662,-73.9003
10473,40.8194,-73.8606
10454,40.8085,-73.9198
10452,40.8376,-73.9216
10470,40.9,-73.8622
10457,40.8486,-73.8999
10461,40.8465,-73.841
10473,40.8194,-73.8606
10459,40.8247,-73.894
10466,40.8904,-73.8503
10466,40.8904,-73.8503
10453,40.852,-73.9129
10469,40.8702,-73.8495
10472,40.8295,-73.8716
10468,40.8662,-73.9003
10456,40.8316,-73.9099
10463,40.8798,-73.9067
10455,40.8153,-73.9072
10468,40.8662,-73.9003
10466,40.8904,-73.8503
10468,40.8662,-73.9003
10459,40.8247,-73.894
10455,40.8153,-73.9072
10468,40.8662,-73.9003
10467,40.8737,-73.8712
10453,40.852,-73.9129
10471,40.9011,-73.9053
10453,40.852,-73.9129
10469,40.8702,-73.8495
10456,40.8316,-73.9099
10453,40.852,-73.9129
10471,40.9011,-73.9053
10461,40.8465,-73.841
10473,40.8194,-73.8606
10459,40.8247,-73.894
10451,40.8222,-73.9217
10460,40.8409,-73.8794
10457,40.8486,-73.8999
10457,40.8486,-73.8999
10463,40.8798,-73.9067
10473,40.8194,-73.8606
10473,40.8194,-73.8606
10453,40.852,-73.9129
10453,40.852,-73.9129
10463,40.8798,-73.9067
10457,40.8486,-73.8999
10465,40.8261,-73.8196
10463,40.8798,-73.9067
10465,40.8261,-73.8196
10459,40.8247,-73.894
10457,40.8486,-73.8999
10472,40.8295,-73.8716
10466,40.8904,-73.8503
10452,40.8376,-73.9216
10463,40.8798,-73.9067
10462,40.8434,-73.8602
10456,40.8316,-73.9099
10453,40.852,-73.9129
10462,40.8434,-73.8602
10464,40.8469,-73.7874
10451,40.8222,-73.9217
10457,40.8486,-73.8999
10452,40.8376,-73.9216
10454,40.8085,-73.9198
10454,40.8085,-73.9198
10459,40.8247,-73.894
10473,40.8194,-73.8606
10457,40.8486,-73.8999
10462,40.8434,-73.8602
10469,40.8702,-73.8495
10463,40.8798,-73.9067
10451,40.8222,-73.9217
10461,40.8465,-73.841
10461,40.8465,-73.841
10469,40.8702,-73.8495
10469,40.8702,-73.8495
10465,40.8261,-73.8196
10467,40.8737,-73.8712
10467,40.8737,-73.8712
10458,40.8633,-73.8895
10458,40.8633,-73.8895
10466,40.8904,-73.8503
10460,40.8409,-73.8794
10466,40.8904,-73.8503
10463,40.8798,-73.9067
10469,40.8702,-73.8495
10457,40.8486,-73.8999
10469,40.8702,-73.8495
10453,40.852,-73.9129
10473,40.8194,-73.8606
10457,40.8486,-73.8999
10472,40.8295,-73.8716
10472,40.8295,-73.8716
10472,40.8295,-73.8716
10472,40.8295,-73.8716
10472,40.8295,-73.8716
10472,40.8295,-73.8716
10458,40.8633,-73.8895
10458,40.8633,-73.8895
10452,40.8376,-73.9216
10456,40.8316,-73.9099
10473,40.8194,-73.8606
10456,40.8316,-73.9099
10456,40.8316,-73.9099
10452,40.8376,-73.9216
10456,40.8316,-73.9099
10452,40.8376,-73.9216
10466,40.8904,-73.8503
10466,40.8904,-73.8503
10469,40.8702,-73.8495
10469,40.8702,-73.8495
10469,40.8702,-73.8495
10458,40.8633,-73.8895
10458,40.8633,-73.8895
10452,40.8376,-73.9216
10467,40.8737,-73.8712
10454,40.8085,-73.9198
10463,40.8798,-73.9067
10455,40.8153,-73.9072
10452,40.8376,-73.9216
10472,40.8295,-73.8716
10453,40.852,-73.9129
10460,40.8409,-73.8794
10462,40.8434,-73.8602
10457,40.8486,-73.8999
10452,40.8376,-73.9216
00104,,
10461,40.8465,-73.841
10451,40.8222,-73.9217
10451,40.8222,-73.9217
10453,40.852,-73.9129
10473,40.8194,-73.8606
10467,40.8737,-73.8712
10457,40.8486,-73.8999
10472,40.8295,-73.8716
10462,40.8434,-73.8602
10461,40.8465,-73.841
10458,40.8633,-73.8895
10452,40.8376,-73.9216
10457,40.8486,-73.8999
10451,40.8222,-73.9217
10473,40.8194,-73.8606
10462,40.8434,-73.8602
10462,40.8434,-73.8602
10467,40.8737,-73.8712
10461,40.8465,-73.841
10465,40.8261,-73.8196
10467,40.8737,-73.8712
10473,40.8194,-73.8606
10466,40.8904,-73.8503
10473,40.8194,-73.8606
10472,40.8295,-73.8716
10453,40.852,-73.9129
10461,40.8465,-73.841
10469,40.8702,-73.8495
10461,40.8465,-73.841
10451,40.8222,-73.9217
10473,40.8194,-73.8606
10457,40.8486,-73.8999
10464,40.8469,-73.7874
10455,40.8153,-73.9072
10459,40.8247,-73.894
10458,40.8633,-73.8895
10451,40.8222,-73.9217
10454,40.8085,-73.9198
10465,40.8261,-73.8196
10461,40.8465,-73.841
10451,40.8222,-73.9217
10452,40.8376,-73.9216
10465,40.8261,-73.8196
10461,40.8465,-73.841
10473,40.8194,-73.8606
10460,40.8409,-73.8794
10469,40.8702,-73.8495
10459,40.8247,-73.894
10456,40.8316,-73.9099
10987,41.1925,-74.2159
10458,40.8633,-73.8895
10462,40.8434,-73.8602
10465,40.8261,-73.8196
10456,40.8316,-73.9099
10459,40.8247,-73.894
10474,40.8139,-73.8841
10472,40.8295,-73.8716
10452,40.8376,-73.9216
10452,40.8376,-73.9216
10458,40.8633,-73.8895
10472,40.8295,-73.8716
10457,40.8486,-73.8999
10467,40.8737,-73.8712
10455,40.8153,-73.9072
10472,40.8295,-73.8716
10468,40.8662,-73.9003
10455,40.8153,-73.9072
10462,40.8434,-73.8602
10473,40.8194,-73.8606
10468,40.8662,-73.9003
10473,40.8194,-73.8606
10462,40.8434,-73.8602
10472,40.8295,-73.8716
10456,40.8316,-73.9099
10459,40.8247,-73.894
10473,40.8194,-73.8606
10473,40.8194,-73.8606
10455,40.8153,-73.9072
10467,40.8737,-73.8712
10470,40.9,-73.8622
10465,40.8261,-73.8196
10466,40.8904,-73.8503
10452,40.8376,-73.9216
10456,40.8316,-73.9099
10456,40.8316,-73.9099
10467,40.8737,-73.8712
10452,40.8376,-73.9216
10468,40.8662,-73.9003
10461,40.8465,-73.841
10458,40.8633,-73.8895
10468,40.8662,-73.9003
10465,40.8261,-73.8196
10473,40.8194,-73.8606
10459,40.8247,-73.894
10463,40.8798,-73.9067
10455,40.8153,-73.9072
10456,40.8316,-73.9099
10462,40.8434,-73.8602
10465,40.8261,-73.8196
10458,40.8633,-73.8895
10469,40.8702,-73.8495
10458,40.8633,-73.8895
10467,40.8737,-73.8712
10454,40.8085,-73.9198
10461,40.8465,-73.841
10463,40.8798,-73.9067
10462,40.8434,-73.8602
10462,40.8434,-73.8602
10467,40.8737,-73.8712
10454,40.8085,-73.9198
10456,40.8316,-73.9099
10473,40.8194,-73.8606
10459,40.8247,-73.894
10456,40.8316,-73.9099
10451,40.8222,-73.9217
10457,40.8486,-73.8999
10463,40.8798,-73.9067
10472,40.8295,-73.8716
10451,40.8222,-73.9217
10452,40.8376,-73.9216
10452,40.8376,-73.9216
10452,40.8376,-73.9216
10463,40.8798,-73.9067
10454,40.8085,-73.9198
10459,40.8247,-73.894
10475,40.8729,-73.8278
10455,40.8153,-73.9072
10451,40.8222,-73.9217
10467,40.8737,-73.8712
10464,40.8469,-73.7874
10466,40.8904,-73.8503
10471,40.9011,-73.9053
10453,40.852,-73.9129
10457,40.8486,-73.8999
10451,40.8222,-73.9217
10460,40.8409,-73.8794
10456,40.8316,-73.9099
10473,40.8194,-73.8606
10472,40.8295,-73.8716
10473,40.8194,-73.8606
10456,40.8316,-73.9099
10453,40.852,-73.9129
10458,40.8633,-73.8895
10463,40.8798,-73.9067
10458,40.8633,-73.8895
10474,40.8139,-73.8841
10467,40.8737,-73.8712
10460,40.8409,-73.8794
10469,40.8702,-73.8495
10452,40.8376,-73.9216
10469,40.8702,-73.8495
10452,40.8376,-73.9216
10453,40.852,-73.9129
10453,40.852,-73.9129
10468,40.8662,-73.9003
10455,40.8153,-73.9072
10473,40.8194,-73.8606
10468,40.8662,-73.9003
10467,40.8737,-73.8712
10456,40.8316,-73.9099
10473,40.8194,-73.8606
10473,40.8194,-73.8606
10460,40.8409,-73.8794
10468,40.8662,-73.9003
10549,41.205,-73.7299
10467,40.8737,-73.8712
10472,40.8295,-73.8716
10456,40.8316,-73.9099
10467,40.8737,-73.8712
10463,40.8798,-73.9067
10467,40.8737,-73.8712
10451,40.8222,-73.9217
10470,40.9,-73.8622
10455,40.8153,-73.9072
10467,40.8737,-73.8712
10467,40.8737,-73.8712
10458,40.8633,-73.8895
10467,40.8737,-73.8712
10455,40.8153,-73.9072
10453,40.852,-73.9129
00466,,
10471,40.9011,-73.9053
10463,40.8798,-73.9067
10460,40.8409,-73.8794
10467,40.8737,-73.8712
10453,40.852,-73.9129
10463,40.8798,-73.9067
10473,40.8194,-73.8606
10457,40.8486,-73.8999
10457,40.8486,-73.8999
10465,40.8261,-73.8196
10459,40.8247,-73.894
10454,40.8085,-73.9198
10454,40.8085,-73.9198
10451,40.8222,-73.9217
10451,40.8222,-73.9217
10452,40.8376,-73.9216
10473,40.8194,-73.8606
10456,40.8316,-73.9099
10456,40.8316,-73.9099
10456,40.8316,-73.9099
10454,40.8085,-73.9198
10457,40.8486,-73.8999
10457,40.8486,-73.8999
10451,40.8222,-73.9217
10468,40.8662,-73.9003
10460,40.8409,-73.8794
10467,40.8737,-73.8712
10452,40.8376,-73.9216
10463,40.8798,-73.9067
10453,40.852,-73.9129
10472,40.8295,-73.8716
10456,40.8316,-73.9099
10475,40.8729,-73.8278
10467,40.8737,-73.8712
10451,40.8222,-73.9217
10457,40.8486,-73.8999
10460,40.8409,-73.8794
10465,40.8261,-73.8196
10465,40.8261,-73.8196
10465,40.8261,-73.8196
10465,40.8261,-73.8196
10459,40.8247,-73.894
10456,40.8316,-73.9099
10452,40.8376,-73.9216
10463,40.8798,-73.9067
10452,40.8376,-73.9216
10465,40.8261,-73.8196
10470,40.9,-73.8622
10467,40.8737,-73.8712
10458,40.8633,-73.8895
10458,40.8633,-73.8895
10474,40.8139,-73.8841
10465,40.8261,-73.8196
10466,40.8904,-73.8503
10458,40.8633,-73.8895
10466,40.8904,-73.8503
10453,40.852,-73.9129
10453,40.852,-73.9129
10458,40.8633,-73.8895
10461,40.8465,-73.841
10472,40.8295,-73.8716
10461,40.8465,-73.841
10458,40.8633,-73.8895
10458,40.8633,-73.8895
10472,40.8295,-73.8716
10467,40.8737,-73.8712
10472,40.8295,-73.8716
10460,40.8409,-73.8794
10460,40.8409,-73.8794
10460,40.8409,-73.8794
10454,40.8085,-73.9198
10467,40.8737,-73.8712
10472,40.8295,-73.8716
10453,40.852,-73.9129
10467,40.8737,-73.8712
10457,40.8486,-73.8999
10473,40.8194,-73.8606
10451,40.8222,-73.9217
10469,40.8702,-73.8495
10465,40.8261,-73.8196
10451,40.8222,-73.9217
10458,40.8633,-73.8895
10458,40.8633,-73.8895
10474,40.8139,-73.8841
10472,40.8295,-73.8716
10455,40.8153,-73.9072
10463,40.8798,-73.9067
10467,40.8737,-73.8712
10469,40.8702,-73.8495
10461,40.8465,-73.841
10469,40.8702,-73.8495
10469,40.8702,-73.8495
10467,40.8737,-73.8712
10472,40.8295,-73.8716
10465,40.8261,-73.8196
10458,40.8633,-73.8895
10465,40.8261,-73.8196
10466,40.8904,-73.8503
10472,40.8295,-73.8716
10467,40.8737,-73.8712
10460,40.8409,-73.8794
10468,40.8662,-73.9003
10467,40.8737,-73.8712
10453,40.852,-73.9129
10453,40.852,-73.9129
10453,40.852,-73.9129
10465,40.8261,-73.8196
10468,40.8662,-73.9003
10458,40.8633,-73.8895
10467,40.8737,-73.8712
10452,40.8376,-73.9216
10473,40.8194,-73.8606
10467,40.8737,-73.8712
10461,40.8465,-73.841
10463,40.8798,-73.9067
10461,40.8465,-73.841
10465,40.8261,-73.8196
10495,,
10472,40.8295,-73.8716
10452,40.8376,-73.9216
10466,40.8904,-73.8503
10453,40.852,-73.9129
10451,40.8222,-73.9217
10469,40.8702,-73.8495
10472,40.8295,-73.8716
10471,40.9011,-73.9053
10467,40.8737,-73.8712
10466,40.8904,-73.8503
10472,40.8295,-73.8716
10458,40.8633,-73.8895
10458,40.8633,-73.8895
10459,40.8247,-73.894
10452,40.8376,-73.9216
10454,40.8085,-73.9198
10458,40.8633,-73.8895
10473,40.8194,-73.8606
10473,40.8194,-73.8606
10461,40.8465,-73.841
10469,40.8702,-73.8495
10452,40.8376,-73.9216
10473,40.8194,-73.8606
10468,40.8662,-73.9003
10452,40.8376,-73.9216
10453,40.852,-73.9129
10467,40.8737,-73.8712
10463,40.8798,-73.9067
10454,40.8085,-73.9198
10465,40.8261,-73.8196
10467,40.8737,-73.8712
10456,40.8316,-73.9099
10458,40.8633,-73.8895
10456,40.8316,-73.9099
10467,40.8737,-73.8712
10454,40.8085,-73.9198
10468,40.8662,-73.9003
10461,40.8465,-73.841
10468,40.8662,-73.9003
10463,40.8798,-73.9067
10463,40.8798,-73.9067
10454,40.8085,-73.9198
10473,40.8194,-73.8606
10462,40.8434,-73.8602
10460,40.8409,-73.8794
10468,40.8662,-73.9003
10462,40.8434,-73.8602
10473,40.8194,-73.8606
10463,40.8798,-73.9067
00104,,
10465,40.8261,-73.8196
10457,40.8486,-73.8999
10469,40.8702,-73.8495
10453,40.852,-73.9129
10456,40.8316,-73.9099
10461,40.8465,-73.841
10462,40.8434,-73.8602
10460,40.8409,-73.8794
10473,40.8194,-73.8606
10473,40.8194,-73.8606
10452,40.8376,-73.9216
10455,40.8153,-73.9072
10461,40.8465,-73.841
10473,40.8194,-73.8606
10461,40.8465,-73.841
10468,40.8662,-73.9003
10463,40.8798,-73.9067
10452,40.8376,-73.9216
10460,40.8409,-73.8794
10461,40.8465,-73.841
10468,40.8662,-73.9003
10454,40.8085,-73.9198
10467,40.8737,-73.8712
10467,40.8737,-73.8712
10467,40.8737,-73.8712
10472,40.8295,-73.8716
10458,40.8633,-73.8895
10468,40.8662,-73.9003
10462,40.8434,-73.8602
10466,40.8904,-73.8503
10465,40.8261,-73.8196
10463,40.8798,-73.9067
10463,40.8798,-73.9067
10463,40.8798,-73.9067
10467,40.8737,-73.8712
10451,40.8222,-73.9217
10468,40.8662,-73.9003
10460,40.8409,-73.8794
10455,40.8153,-73.9072
10455,40.8153,-73.9072
10467,40.8737,-73.8712
10475,40.8729,-73.8278
10458,40.8633,-73.8895
10460,40.8409,-73.8794
10452,40.8376,-73.9216
10457,40.8486,-73.8999
10467,40.8737,-73.8712
10456,40.8316,-73.9099
10463,40.8798,-73.9067
10460,40.8409,-73.8794
10451,40.8222,-73.9217
10461,40.8465,-73.841
10462,40.8434,-73.8602
10463,40.8798,-73.9067
10469,40.8702,-73.8495
10458,40.8633,-73.8895
10469,40.8702,-73.8495
10458,40.8633,-73.8895
10463,40.8798,-73.9067
10452,40.8376,-73.9216
10459,40.8247,-73.894
10455,40.8153,-73.9072
10466,40.8904,-73.8503
10458,40.8633,-73.8895
10459,40.8247,-73.894
10466,40.8904,-73.8503
10452,40.8376,-73.9216
10452,40.8376,-73.9216
10452,40.8376,-73.9216
10461,40.8465,-73.841
10453,40.852,-73.9129
10458,40.8633,-73.8895
10457,40.8486,-73.8999
10467,40.8737,-73.8712
10467,40.8737,-73.8712
10473,40.8194,-73.8606
10463,40.8798,-73.9067
10460,40.8409,-73.8794
10455,40.8153,-73.9072
10457,40.8486,-73.8999
10453,40.852,-73.9129
10039,40.8265,-73.9383
10463,40.8798,-73.9067
10466,40.8904,-73.8503
10461,40.8465,-73.841
10466,40.8904,-73.8503
10462,40.8434,-73.8602
10463,40.8798,-73.9067
10460,40.8409,-73.8794
10451,40.8222,-73.9217
10421,,
10457,40.8486,-73.8999
10461,40.8465,-73.841
10457,40.8486,-73.8999
10462,40.8434,-73.8602
10454,40.8085,-73.9198
10465,40.8261,-73.8196
10463,40.8798,-73.9067
10452,40.8376,-73.9216
10466,40.8904,-73.8503
10473,40.8194,-73.8606
10472,40.8295,-73.8716
10472,40.8295,-73.8716
10460,40.8409,-73.8794
10472,40.8295,-73.8716
10451,40.8222,-73.9217
10460,40.8409,-73.8794
10453,40.852,-73.9129
10456,40.8316,-73.9099
10452,40.8376,-73.9216
10453,40.852,-73.9129
10466,40.8904,-73.8503
10457,40.8486,-73.8999
10462,40.8434,-73.8602
10456,40.8316,-73.9099
10451,40.8222,-73.9217
10470,40.9,-73.8622
10469,40.8702,-73.8495
10451,40.8222,-73.9217
10472,40.8295,-73.8716
10460,40.8409,-73.8794
10454,40.8085,-73.9198
10456,40.8316,-73.9099
10473,40.8194,-73.8606
10451,40.8222,-73.9217
10472,40.8295,-73.8716
10469,40.8702,-73.8495
10463,40.8798,-73.9067
10452,40.8376,-73.9216
10457,40.8486,-73.8999
10470,40.9,-73.8622
10466,40.8904,-73.8503
10459,40.8247,-73.894
10462,40.8434,-73.8602
10469,40.8702,-73.8495
10461,40.8465,-73.841
10459,40.8247,-73.894
10473,40.8194,-73.8606
10453,40.852,-73.9129
10452,40.8376,-73.9216
10467,40.8737,-73.8712
10452,40.8376,-73.9216
10475,40.8729,-73.8278
10472,40.8295,-73.8716
10470,40.9,-73.8622
10452,40.8376,-73.9216
10469,40.8702,-73.8495
10462,40.8434,-73.8602
10461,40.8465,-73.841
10455,40.8153,-73.9072
10468,40.8662,-73.9003
10457,40.8486,-73.8999
10463,40.8798,-73.9067
10461,40.8465,-73.841
10461,40.8465,-73.841
10473,40.8194,-73.8606
10457,40.8486,-73.8999
10453,40.852,-73.9129
10457,40.8486,-73.8999
10467,40.8737,-73.8712
10467,40.8737,-73.8712
10471,40.9011,-73.9053
10454,40.8085,-73.9198
10467,40.8737,-73.8712
10457,40.8486,-73.8999
10462,40.8434,-73.8602
10472,40.8295,-73.8716
10457,40.8486,-73.8999
10472,40.8295,-73.8716
10462,40.8434,-73.8602
10455,40.8153,-73.9072
10456,40.8316,-73.9099
10452,40.8376,-73.9216
10467,40.8737,-73.8712
10458,40.8633,-73.8895
10457,40.8486,-73.8999
10457,40.8486,-73.8999
10467,40.8737,-73.8712
10471,40.9011,-73.9053
10453,40.852,-73.9129
10463,40.8798,-73.9067
10453,40.852,-73.9129
10454,40.8085,-73.9198
10467,40.8737,-73.8712
10469,40.8702,-73.8495
10453,40.852,-73.9129
10465,40.8261,-73.8196
10463,40.8798,-73.9067
10455,40.8153,-73.9072
10463,40.8798,-73.9067
10451,40.8222,-73.9217
10472,40.8295,-73.8716
10473,40.8194,-73.8606
10465,40.8261,-73.8196
10470,40.9,-73.8622
10473,40.8194,-73.8606
10462,40.8434,-73.8602
10471,40.9011,-73.9053
10463,40.8798,-73.9067
10463,40.8798,-73.9067
10473,40.8194,-73.8606
10472,40.8295,-73.8716
10460,40.8409,-73.8794
10472,40.8295,-73.8716
10466,40.8904,-73.8503
10468,40.8662,-73.9003
10475,40.8729,-73.8278
10461,40.8465,-73.841
10473,40.8194,-73.8606
10465,40.8261,-73.8196
10456,40.8316,-73.9099
10453,40.852,-73.9129
10462,40.8434,-73.8602
10465,40.8261,-73.8196
10465,40.8261,-73.8196
10456,40.8316,-73.9099
10473,40.8194,-73.8606
10454,40.8085,-73.9198
10461,40.8465,-73.841
10463,40.8798,-73.9067
10467,40.8737,-73.8712
10463,40.8798,-73.9067
10463,40.8798,-73.9067
10453,40.852,-73.9129
10453,40.852,-73.9129
10458,40.8633,-73.8895
10459,40.8247,-73.894
10459,40.8247,-73.894
10456,40.8316,-73.9099
10453,40.852,-73.9129
10456,40.8316,-73.9099
10456,40.8316,-73.9099
10452,40.8376,-73.9216
10468,40.8662,-73.9003
10459,40.8247,-73.894
10473,40.8194,-73.8606
10455,40.8153,-73.9072
10473,40.8194,-73.8606
10473,40.8194,-73.8606
10466,40.8904,-73.8503
10467,40.8737,-73.8712
10463,40.8798,-73.9067
10456,40.8316,-73.9099
10458,40.8633,-73.8895
10465,40.8261,-73.8196
10455,40.8153,-73.9072
10469,40.8702,-73.8495
10456,40.8316,-73.9099
10473,40.8194,-73.8606
10472,40.8295,-73.8716
10468,40.8662,-73.9003
10473,40.8194,-73.8606
10460,40.8409,-73.8794
10475,40.8729,-73.8278
10458,40.8633,-73.8895
10459,40.8247,-73.894
